@relation MiddlePhalanxOutlineCorrect
@attribute att0 real
@attribute att1 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att2 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att3 real
@attribute att30 real
@attribute att31 real
@attribute att32 real
@attribute att33 real
@attribute att34 real
@attribute att35 real
@attribute att36 real
@attribute att37 real
@attribute att38 real
@attribute att39 real
@attribute att4 real
@attribute att40 real
@attribute att41 real
@attribute att42 real
@attribute att43 real
@attribute att44 real
@attribute att45 real
@attribute att46 real
@attribute att47 real
@attribute att48 real
@attribute att49 real
@attribute att5 real
@attribute att50 real
@attribute att51 real
@attribute att52 real
@attribute att53 real
@attribute att54 real
@attribute att55 real
@attribute att56 real
@attribute att57 real
@attribute att58 real
@attribute att59 real
@attribute att6 real
@attribute att60 real
@attribute att61 real
@attribute att62 real
@attribute att63 real
@attribute att64 real
@attribute att65 real
@attribute att66 real
@attribute att67 real
@attribute att68 real
@attribute att69 real
@attribute att7 real
@attribute att70 real
@attribute att71 real
@attribute att72 real
@attribute att73 real
@attribute att74 real
@attribute att75 real
@attribute att76 real
@attribute att77 real
@attribute att78 real
@attribute att79 real
@attribute att8 real
@attribute att9 real
@attribute class real
@data
-0.41582,-0.3511,1.2964,1.2489,1.3129,1.4138,1.4113,1.2573,1.0928,0.86363,0.62986,0.36997,-0.26281,0.1169,-0.12355,-0.28787,-0.38647,-0.37219,-0.26882,-0.1113,0.07993,0.29762,0.53087,-0.047041,0.76619,1.0401,1.2808,1.3559,1.3696,1.2348,1.2552,1.2502,1.2964,1.4649,0.20434,1.4584,1.4276,1.305,1.0641,0.79973,0.5278,0.27987,0.036351,-0.17918,-0.32953,0.47128,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,0.73064,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,0.98455,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,-1.0974,1.1756,1.3546,1.0
-0.7338,-0.61897,1.4386,1.3845,1.4531,1.5623,1.561,1.4446,1.2083,0.98391,0.73321,0.46266,-0.3889,0.19438,-0.082124,-0.36412,-0.58929,-0.68748,-0.63052,-0.45494,-0.20087,0.023354,0.30562,-0.17846,0.60269,0.87859,1.174,1.3904,1.5121,1.5365,1.4159,1.3621,1.339,1.339,0.10511,1.5119,1.4536,1.2065,0.91432,0.64398,0.3488,0.06837,-0.18731,-0.43609,-0.62115,0.3848,-0.82605,-0.83693,-0.8951,-0.97847,-1.0575,-1.1262,-1.1825,-1.2154,-1.232,-1.1509,0.69635,-1.0637,-0.9752,-0.8862,-0.84381,-0.79704,-0.74299,-0.83056,-0.88335,-0.97161,-1.0588,0.93224,-1.1434,-1.2174,-1.2336,-1.1696,-1.0869,-1.016,-0.94509,-0.90221,-0.86793,-0.85062,1.1446,1.4446,1.0
-0.44811,-0.40354,1.4684,1.4177,1.4165,1.4791,1.4905,1.3299,1.1232,0.92373,0.73021,0.49651,-0.27586,0.26156,0.008567,-0.23287,-0.37436,-0.37012,-0.33273,-0.19693,-0.024522,0.17403,0.41981,-0.074625,0.64338,0.88384,1.1234,1.3675,1.4222,1.3643,1.3802,1.3847,1.3342,1.3272,0.16099,1.3768,1.4293,1.1801,0.94525,0.6989,0.44177,0.21035,-0.00919,-0.20184,-0.37004,0.42126,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,0.66726,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,0.92882,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,-1.0853,1.1138,1.3274,0.0
-0.88327,-0.81354,1.4115,1.3295,1.3842,1.4997,1.4699,1.2914,1.0599,0.85517,0.55456,0.25574,-0.58926,-0.064831,-0.39443,-0.69507,-0.84345,-0.86228,-0.73929,-0.55392,-0.30675,-0.017352,0.27285,-0.32746,0.59715,0.9115,1.2459,1.563,1.6641,1.4794,1.4321,1.3361,1.3891,1.4105,-0.00871,1.5414,1.6275,1.3369,1.0069,0.6651,0.30963,-0.005521,-0.34034,-0.58499,-0.73808,0.2988,-0.44353,-0.53383,-0.69073,-0.89595,-1.082,-1.2673,-1.3905,-1.3588,-1.2345,-1.1467,0.63995,-1.2068,-1.0211,-0.7399,-0.5265,-0.35207,-0.18443,-0.30668,-0.45968,-0.59883,-0.71892,0.96088,-0.93692,-1.1903,-1.2961,-1.4135,-1.3583,-1.2812,-1.0721,-0.80729,-0.63443,-0.53715,1.2186,1.4359,1.0
-0.69713,-0.63135,1.4571,1.3787,1.3566,1.3234,1.4393,1.3813,1.124,0.82872,0.54697,0.29229,-0.50187,-0.040603,-0.3074,-0.58635,-0.64499,-0.67554,-0.56104,-0.34824,-0.093881,0.16456,0.46028,-0.24282,0.74217,1.0604,1.3592,1.4836,1.4603,1.4408,1.296,1.3388,1.3237,1.4323,0.020482,1.4641,1.5439,1.3819,1.079,0.74147,0.43442,0.15063,-0.14136,-0.41783,-0.59497,0.32235,-0.55302,-0.58224,-0.71842,-0.88493,-1.0456,-1.2597,-1.4199,-1.5623,-1.4598,-1.272,0.54228,-1.106,-0.94916,-0.77485,-0.64356,-0.51358,-0.31635,-0.44096,-0.58926,-0.79352,-0.93681,0.77585,-1.0733,-1.2242,-1.3598,-1.3977,-1.3836,-1.2915,-1.1268,-0.96938,-0.80436,-0.66427,1.1064,1.3493,1.0
-0.38187,-0.3975,1.3987,1.4012,1.4185,1.4667,1.4529,1.3181,1.1169,0.86687,0.61106,0.35224,-0.27039,0.10223,-0.14241,-0.2742,-0.35891,-0.35485,-0.25899,-0.1115,0.071249,0.29604,0.52905,-0.10086,0.76365,0.93486,1.1546,1.3558,1.4357,1.4378,1.3625,1.4047,1.3704,1.3658,0.15687,1.4464,1.3336,1.1001,0.90437,0.76961,0.50756,0.26349,0.059543,-0.15205,-0.32083,0.42749,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,0.67795,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,0.88527,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,-1.0924,1.0838,1.2922,1.0
-0.70955,-0.65141,1.4065,1.4126,1.4567,1.4336,1.3201,1.1316,0.81549,0.57096,0.25135,-0.035659,-0.4533,-0.35679,-0.56089,-0.68851,-0.70301,-0.55477,-0.3552,-0.12476,0.11932,0.39956,0.66718,-0.2022,0.9605,1.2714,1.4554,1.4732,1.3621,1.286,1.3529,1.4796,1.501,1.5813,0.1021,1.5528,1.5187,1.2517,0.94635,0.64329,0.38234,0.11421,-0.18161,-0.42089,-0.62026,0.40889,-0.54522,-0.64234,-0.76653,-0.8895,-1.0076,-1.1894,-1.3254,-1.4359,-1.3715,-1.2325,0.65504,-1.0479,-0.91446,-0.81995,-0.66643,-0.54165,-0.57859,-0.67333,-0.79897,-0.99109,-1.0693,0.9694,-1.1742,-1.2773,-1.3017,-1.2628,-1.2102,-1.1294,-1.0381,-0.921,-0.79852,-0.64056,1.2224,1.4046,0.0
-0.41815,-0.45791,1.435,1.3846,1.3633,1.4141,1.4373,1.3238,1.1482,0.93382,0.68683,0.42187,-0.32809,0.16978,-0.093653,-0.29446,-0.4173,-0.37461,-0.3029,-0.15193,0.023385,0.22825,0.43694,-0.11421,0.70531,0.92714,1.1327,1.3227,1.435,1.3448,1.3465,1.4048,1.3597,1.301,0.12609,1.2921,1.415,1.2181,1.0084,0.83963,0.56301,0.31321,0.06395,-0.14151,-0.33147,0.39193,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,0.65932,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,0.93039,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,-1.0873,1.142,1.3961,0.0
-0.65295,-0.53372,1.4159,1.4226,1.4751,1.4246,1.2799,1.0015,0.77925,0.5038,0.25799,-0.046029,-0.30258,-0.30745,-0.45636,-0.52718,-0.46372,-0.30908,-0.04774,0.20693,0.43581,0.70801,0.78524,-0.071945,0.86158,0.94557,1.2183,1.3443,1.3003,1.3386,1.3725,1.3945,1.5282,1.4814,0.17511,1.62,1.5838,1.2555,0.9356,0.64288,0.32329,0.048354,-0.22008,-0.43447,-0.60587,0.4305,-0.70649,-0.57833,-0.65655,-0.76726,-0.93225,-1.0783,-1.2435,-1.4378,-1.484,-1.4342,0.67093,-1.3539,-1.1515,-0.98447,-0.84018,-0.70517,-0.54835,-0.4765,-0.61087,-0.73998,-0.90984,0.91443,-0.9843,-1.1925,-1.2963,-1.4597,-1.4497,-1.3501,-1.2672,-1.1197,-1.0012,-0.83462,1.1835,1.3083,1.0
-0.80153,-0.71764,1.393,1.4178,1.4157,1.4882,1.5813,1.4933,1.2873,0.93465,0.61798,0.33971,-0.5396,0.037479,-0.25255,-0.51503,-0.69342,-0.7062,-0.63212,-0.44598,-0.21887,0.042065,0.32344,-0.27315,0.61773,0.94105,1.2408,1.4107,1.3486,1.3995,1.4444,1.41,1.4535,1.4731,0.019233,1.5328,1.4603,1.2372,0.93459,0.62083,0.31217,0.037156,-0.25329,-0.4974,-0.69242,0.334,-0.44253,-0.54119,-0.63358,-0.74664,-0.87239,-1.0888,-1.2656,-1.4332,-1.4284,-1.3053,0.61873,-1.1411,-0.96746,-0.82873,-0.68883,-0.53521,-0.48044,-0.57852,-0.77037,-0.92767,-1.0727,0.88085,-1.169,-1.2595,-1.2744,-1.2922,-1.2971,-1.1759,-1.0465,-0.8719,-0.75778,-0.56909,1.1985,1.4036,0.0
-0.63186,-0.55049,1.3149,1.4227,1.4811,1.4544,1.4006,1.229,0.95273,0.76378,0.4967,0.18597,-0.47624,-0.085626,-0.31838,-0.52408,-0.63666,-0.54078,-0.38124,-0.17123,0.1058,0.3579,0.65032,-0.25432,0.9198,1.2165,1.462,1.5415,1.5548,1.4817,1.3772,1.3423,1.3504,1.4388,0.035147,1.4785,1.4618,1.3487,1.0003,0.72122,0.40566,0.14385,-0.14537,-0.36881,-0.55301,0.33084,-0.56021,-0.67918,-0.75124,-0.91501,-1.0733,-1.1809,-1.2736,-1.3887,-1.4028,-1.2665,0.45513,-1.1222,-1.0184,-0.86146,-0.70348,-0.63098,-0.59106,-0.70807,-0.82209,-0.93144,-1.0333,0.68309,-1.1227,-1.2751,-1.3654,-1.4059,-1.3625,-1.2188,-1.1128,-0.91501,-0.75611,-0.63926,0.93203,1.2285,0.0
-0.55503,-0.59495,1.3195,1.3807,1.4011,1.3681,1.2746,1.0864,0.76847,0.50218,0.19577,-0.099937,-0.41221,-0.35711,-0.56207,-0.58124,-0.59853,-0.40179,-0.16895,0.014203,0.27032,0.55988,0.8352,-0.16598,1.1455,1.2712,1.3158,1.3681,1.56,1.401,1.3132,1.3828,1.4471,1.5147,0.13754,1.4283,1.5137,1.2615,1.0302,0.74584,0.43186,0.15284,-0.13249,-0.35271,-0.55548,0.38702,-0.80199,-0.72073,-0.78645,-0.866,-1.0104,-1.159,-1.3206,-1.3857,-1.4495,-1.3441,0.67435,-1.1868,-1.0192,-0.91943,-0.77742,-0.67373,-0.52448,-0.4107,-0.53697,-0.70307,-0.78816,0.90246,-0.94958,-1.0666,-1.2151,-1.306,-1.3578,-1.3644,-1.3181,-1.2409,-1.1268,-0.92387,1.1437,1.2871,1.0
-0.84218,-0.78057,1.3453,1.3891,1.5162,1.5624,1.4166,1.2487,1.0472,0.78981,0.50651,0.19331,-0.59381,-0.11274,-0.41591,-0.68049,-0.84722,-0.84733,-0.64565,-0.39356,-0.12725,0.16997,0.4591,-0.27287,0.77863,1.1081,1.4031,1.4832,1.456,1.3539,1.3285,1.347,1.3874,1.4408,0.038906,1.5803,1.478,1.1943,0.88672,0.57063,0.26089,-0.033933,-0.28123,-0.56491,-0.77818,0.38538,-0.55226,-0.30694,-0.12067,-0.17769,-0.36538,-0.5872,-0.78365,-0.97784,-1.2255,-1.4442,0.72737,-1.502,-1.4293,-1.2499,-1.042,-0.87055,-0.70732,-0.5629,-0.51365,-0.65641,-0.78676,0.95378,-0.9826,-1.1139,-1.2689,-1.4891,-1.4723,-1.3102,-1.133,-0.98302,-0.87185,-0.73668,1.2589,1.3753,1.0
-0.62146,-0.66706,1.2422,1.3571,1.3841,1.3179,1.2325,0.94264,0.66079,0.3581,0.074434,-0.19598,-0.47591,-0.45375,-0.56529,-0.62626,-0.50227,-0.32723,-0.049389,0.20687,0.47102,0.74638,1.0219,-0.18979,1.3471,1.5947,1.56,1.4238,1.3835,1.2973,1.2757,1.3236,1.41,1.5424,0.063269,1.7153,1.5011,1.2634,0.9576,0.64959,0.3659,0.091988,-0.16921,-0.41457,-0.6147,0.34353,-0.59593,-0.66053,-0.71901,-0.8841,-1.0147,-1.1425,-1.2167,-1.3298,-1.3385,-1.2619,0.64041,-1.1616,-1.0294,-0.90821,-0.82468,-0.81388,-0.81792,-0.80827,-0.89873,-0.93908,-1.0586,0.89657,-1.191,-1.2795,-1.3136,-1.2665,-1.1884,-1.111,-1.0227,-0.89042,-0.76108,-0.66252,1.0935,1.2275,1.0
-0.72564,-0.65059,1.4371,1.459,1.4764,1.5296,1.4511,1.2874,1.0223,0.74834,0.43859,0.092157,-0.47467,-0.20289,-0.4405,-0.66451,-0.7408,-0.66017,-0.46251,-0.23279,0.010358,0.27985,0.54993,-0.24101,0.82571,1.1089,1.3973,1.396,1.4211,1.3871,1.4661,1.4276,1.4476,1.4704,0.036505,1.4928,1.4858,1.2899,0.97838,0.67108,0.42953,0.13558,-0.18953,-0.44663,-0.64583,0.32533,-0.48859,-0.50486,-0.63745,-0.76545,-0.92383,-1.0524,-1.2113,-1.2907,-1.3861,-1.3552,0.54771,-1.2314,-1.0895,-0.94577,-0.83515,-0.74416,-0.59921,-0.64641,-0.75906,-0.89442,-1.0243,0.86144,-1.1437,-1.2851,-1.3352,-1.3008,-1.2276,-1.1341,-1.0402,-0.87818,-0.73503,-0.60909,1.1069,1.3616,0.0
-0.71838,-0.67809,1.3565,1.3328,1.3565,1.4474,1.4594,1.3229,1.0901,0.86044,0.5638,0.22991,-0.47882,-0.12579,-0.41219,-0.60775,-0.69723,-0.73353,-0.56737,-0.36785,-0.12783,0.16052,0.43972,-0.25305,0.72699,1.0511,1.3413,1.6267,1.6607,1.5324,1.4427,1.2526,1.3051,1.2983,-0.021033,1.3698,1.5472,1.3905,1.0225,0.70096,0.37523,0.05107,-0.17829,-0.43247,-0.64186,0.2509,-0.32926,-0.38272,-0.57238,-0.72719,-0.94032,-1.1854,-1.3478,-1.5239,-1.4825,-1.32,0.50948,-1.1576,-0.96205,-0.80022,-0.73888,-0.57872,-0.41367,-0.39234,-0.54984,-0.7659,-0.95105,0.83555,-1.1952,-1.3223,-1.3973,-1.421,-1.324,-1.218,-1.109,-0.98323,-0.74024,-0.5405,1.13,1.3729,0.0
-0.36649,-0.32149,1.3418,1.3041,1.3195,1.3865,1.4787,1.3405,1.1896,0.94034,0.70085,0.42926,-0.17738,0.19008,-0.034514,-0.25898,-0.36624,-0.36366,-0.30005,-0.1612,0.018666,0.21757,0.43629,0.028714,0.66893,0.90511,1.1547,1.2758,1.2699,1.3569,1.3358,1.2803,1.3084,1.2794,0.24841,1.2937,1.2986,1.2813,1.0493,0.80563,0.55663,0.28848,0.079467,-0.11571,-0.25702,0.49198,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,0.73427,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,1.0017,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,-1.1075,1.2303,1.4293,1.0
-0.39952,-0.41333,1.4815,1.4431,1.383,1.4483,1.5226,1.4683,1.2594,1.0939,0.87829,0.63196,-0.26054,0.35782,0.084631,-0.16904,-0.34205,-0.44434,-0.4071,-0.3251,-0.1491,0.036805,0.25162,-0.049018,0.47405,0.71897,0.95794,1.2017,1.3212,1.3135,1.2823,1.3395,1.3647,1.3698,0.20703,1.2645,1.3278,1.2632,1.0373,0.79421,0.53131,0.2623,0.047633,-0.16235,-0.34326,0.46396,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,0.7054,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,0.93864,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,-1.0855,1.1487,1.3526,0.0
