@relation Plane

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute target {1,2,3,4,5,6,7}

@data
1.1897,1.026,0.83062,0.63531,0.52504,0.57812,0.63787,0.71017,0.79225,0.88341,0.91534,0.74657,0.54131,0.3268,0.11665,-0.09451,-0.31426,-0.49015,-0.70067,-0.89051,-1.08,-1.2637,-1.4419,-1.6176,-1.7826,-1.9259,-1.9054,-1.7153,-1.5208,-1.3241,-1.1261,-0.92709,-0.72747,-0.5336,-0.33326,-0.18508,-0.11264,0.054173,0.033258,-0.013021,0.13224,0.11013,0.051705,-0.015875,-0.094053,-0.19998,-0.32879,-0.45563,-0.5855,-0.67175,-0.74594,-0.75943,-0.7759,-0.78455,-0.71721,-0.53412,-0.35556,-0.17607,0.002821,0.18788,0.36925,0.55696,0.73528,0.91118,1.0618,1.0963,1.2256,1.4187,1.6134,1.8055,1.9971,2.1902,2.3827,2.5225,2.3431,2.149,1.9554,1.7622,1.5693,1.3741,1.1791,1.0718,1.0299,0.86227,0.68502,0.50368,0.32449,0.13739,-0.042958,-0.21474,-0.38912,-0.57446,-0.70757,-0.77249,-0.75414,-0.72757,-0.70505,-0.63571,-0.53622,-0.42389,-0.29472,-0.1809,-0.093183,-0.025527,0.021655,0.065301,-0.058994,-0.067142,-0.035363,-0.18909,-0.26155,-0.44559,-0.63978,-0.84315,-1.0384,-1.2328,-1.4328,-1.6247,-1.8137,-1.8552,-1.7548,-1.6049,-1.4474,-1.2747,-1.0956,-0.91241,-0.72042,-0.51372,-0.30635,-0.090879,0.13087,0.34203,0.57284,0.77692,0.87173,0.78195,0.70108,0.62981,0.56873,0.51844,0.65172,0.84452,1.0349,1.1905,5
2.5812,2.3149,2.0518,1.7923,1.5305,1.2731,1.0153,0.75741,0.49949,0.24204,-0.015468,-0.036729,-0.091085,-0.33822,-0.56195,-0.77815,-0.97949,-1.1617,-1.3148,-1.446,-1.5223,-1.358,-1.1686,-0.96368,-0.74712,-0.52162,-0.28922,-0.051403,0.1907,0.43667,0.68463,0.93532,1.1868,1.3778,1.5084,1.5065,1.2573,1.0025,0.74792,0.49375,0.24003,-0.013133,-0.2656,-0.5118,-0.76168,-1.0099,-1.2558,-1.4986,-1.7365,-1.9671,-2.0047,-1.7546,-1.4265,-1.0801,-0.7335,-0.38674,-0.039888,0.28962,0.52664,0.53844,0.38867,0.20997,0.042326,-0.11251,-0.31917,-0.31519,-0.14601,0.10294,0.33742,0.48778,0.22303,-0.038656,-0.29215,-0.46703,-0.30181,-0.17698,-0.23467,-0.43847,-0.34418,-0.16055,0.11269,0.38283,0.62432,0.43359,0.20178,0.088759,0.26161,0.42913,0.50224,0.36697,0.096989,-0.19893,-0.50411,-0.80371,-1.1021,-1.3989,-1.6072,-1.7794,-1.63,-1.389,-1.1393,-0.88724,-0.63787,-0.38692,-0.13476,0.11835,0.37219,0.62664,0.88157,1.1312,1.3566,1.2628,1.1346,0.87029,0.60698,0.34784,0.092288,-0.15892,-0.40115,-0.63684,-0.86797,-1.0736,-1.2058,-1.1483,-1.0598,-0.94382,-0.80866,-0.64476,-0.47693,-0.29031,-0.068819,0.024266,-0.057504,0.16017,0.4101,0.65093,0.91824,1.1696,1.4135,1.6631,1.9247,2.1715,2.4165,2.5836,4
1.3019,1.1001,0.94156,1.0979,0.94801,0.75653,0.5654,0.55374,0.59023,0.65488,0.72944,0.81316,0.87236,0.76181,0.56158,0.35204,0.15738,-0.028453,-0.22149,-0.39468,-0.57045,-0.7589,-0.94403,-1.1284,-1.31,-1.4826,-1.6586,-1.8191,-1.7832,-1.6379,-1.4637,-1.2841,-1.105,-0.93129,-0.73782,-0.55129,-0.36344,-0.21102,-0.12106,0.038037,-0.020932,0.006206,0.10646,0.071316,-0.008294,-0.078553,-0.18869,-0.31052,-0.45905,-0.62365,-0.76908,-0.88154,-0.96784,-1.0295,-1.0574,-1.0439,-0.95059,-0.74706,-0.57065,-0.39781,-0.22209,-0.044079,0.1403,0.32555,0.50627,0.68357,0.81918,0.84704,1.0108,1.2015,1.3923,1.5797,1.7707,1.9608,2.15,2.3397,2.5297,2.4573,2.2679,2.0787,1.8908,1.703,1.5166,1.3311,1.1446,0.95769,0.86062,0.82623,0.66111,0.48576,0.30948,0.12811,-0.045577,-0.22308,-0.3841,-0.55019,-0.72364,-0.84423,-0.87058,-0.83877,-0.81445,-0.76927,-0.69412,-0.57862,-0.48491,-0.31816,-0.31922,-0.26114,-0.20568,-0.18168,-0.31759,-0.25015,-0.2616,-0.40406,-0.49569,-0.68609,-0.87041,-1.0602,-1.2409,-1.4182,-1.5904,-1.697,-1.601,-1.4769,-1.3265,-1.1649,-0.99098,-0.80918,-0.62206,-0.43649,-0.25028,-0.041262,0.14464,0.31864,0.52358,0.65224,0.61535,0.55597,0.52379,0.59112,0.78365,0.97219,1.1556,1.3043,5
2.689,2.4978,2.2891,2.0815,1.8742,1.6676,1.4613,1.2554,1.0498,0.84471,0.641,0.44769,0.26716,0.099103,-0.078965,-0.26783,-0.4604,-0.65113,-0.83253,-1.0178,-1.1998,-1.3778,-1.5235,-1.569,-1.5923,-1.5813,-1.5341,-1.4523,-1.3326,-1.1936,-1.0421,-0.89051,-0.69425,-0.48414,-0.26262,-0.052519,0.095409,0.1605,0.21551,0.29966,0.28813,0.13884,-0.018785,-0.1601,-0.29908,-0.42899,-0.55592,-0.66275,-0.76651,-0.85488,-0.70457,-0.48143,-0.20802,0.065923,0.34295,0.55207,0.71474,0.8606,0.82142,0.76826,0.72468,0.71003,0.68669,0.67351,0.54074,0.33,0.11023,-0.14667,-0.33645,-0.55957,-0.48586,-0.48041,-0.64863,-0.46177,-0.50512,-0.45161,-0.49047,-0.29281,-0.070998,0.15027,0.35018,0.5539,0.61462,0.63521,0.63089,0.6567,0.6806,0.71962,0.69323,0.54434,0.34494,0.10618,-0.12003,-0.27109,-0.38842,-0.52332,-0.66787,-0.57018,-0.46048,-0.32848,-0.1887,-0.05118,0.091566,0.1693,0.057149,0.006942,-0.094403,-0.24291,-0.44488,-0.62982,-0.7993,-0.96904,-1.1238,-1.2403,-1.3574,-1.4495,-1.5002,-1.5407,-1.5517,-1.5179,-1.4582,-1.2937,-1.1235,-0.94863,-0.78006,-0.59751,-0.41228,-0.23329,-0.059312,0.096849,0.25403,0.41398,0.58266,0.77715,0.97652,1.1765,1.3771,1.5782,1.7798,1.9792,2.1817,2.3823,2.5817,2.6915,6
2.5467,2.2531,1.9659,1.6825,1.4057,1.1285,0.98867,0.83648,0.67847,0.55345,0.3001,0.16185,0.088628,0.10357,-0.005486,-0.27635,-0.54368,-0.74372,-0.53188,-0.50934,-0.68618,-0.93994,-1.108,-1.2922,-1.4212,-1.5042,-1.5532,-1.5217,-1.345,-1.1157,-1.0853,-1.1805,-1.257,-1.2569,-1.0852,-0.88976,-0.69548,-0.52551,-0.45585,-0.4328,-0.17706,0.070965,0.08793,0.26039,0.38312,0.4578,0.55642,0.68966,0.79805,0.82477,0.55242,0.33329,0.44637,0.38919,0.16894,-0.11332,-0.30696,-0.46506,-0.61741,-0.75036,-0.85563,-0.70542,-0.54713,-0.32518,-0.081515,0.14365,0.13622,0.35136,0.59781,0.86001,1.1177,1.3753,1.6383,1.8755,2.0276,1.8098,1.5466,1.2735,1.0168,0.75699,0.49038,0.23062,0.059689,-0.21702,-0.48151,-0.7431,-0.93066,-0.85192,-0.74916,-0.61346,-0.38401,-0.10881,0.16004,0.019606,-0.097687,0.083184,0.022216,0.15748,0.35642,0.52854,0.42792,0.30285,0.17892,0.134,-0.005681,-0.22633,-0.19487,-0.39659,-0.61399,-0.76287,-0.66334,-0.8185,-1.0153,-1.2091,-1.3461,-1.4407,-1.3574,-1.2641,-1.1967,-1.4461,-1.5727,-1.5377,-1.4624,-1.3514,-1.2101,-0.9819,-0.71884,-0.42175,-0.15942,0.037331,0.096134,0.091763,0.3289,0.514,0.66478,0.82017,0.99009,1.1958,1.4519,1.7088,1.9592,2.2038,2.4498,2.554,2
2.8395,2.5895,2.3531,2.1187,1.8854,1.6538,1.4266,1.1975,0.96938,0.74136,0.5149,0.48161,0.47923,0.28725,0.064058,-0.15832,-0.3797,-0.54357,-0.75554,-0.96526,-1.1669,-1.2879,-1.3266,-1.3405,-1.2171,-1.078,-1.1478,-1.2008,-1.0821,-0.94042,-0.77868,-0.59756,-0.40497,-0.1985,0.01824,0.139,0.21053,0.19985,0.16824,0.13704,-0.039822,-0.25001,-0.45814,-0.67037,-0.87325,-1.0561,-1.2208,-1.3818,-1.4683,-1.2706,-1.0262,-0.76678,-0.6144,-0.33647,-0.055632,0.21413,0.51158,0.71423,0.79179,0.69359,0.55858,0.41843,0.30143,0.19517,0.071135,0.2861,0.48449,0.71088,0.78854,0.57968,0.36208,0.13464,-0.08174,-0.29691,-0.32015,-0.42024,-0.44966,-0.32704,-0.34825,-0.15256,0.060191,0.2306,0.44584,0.67134,0.84859,0.74262,0.56965,0.43668,0.56456,0.50429,0.32871,0.092306,-0.162,-0.41618,-0.67563,-0.8276,-1.0417,-1.2467,-1.4242,-1.2795,-1.1194,-0.9357,-0.74797,-0.52495,-0.29642,-0.067362,0.013314,0.054947,0.072198,-0.027463,-0.18779,-0.40423,-0.57624,-0.74425,-0.91075,-1.0312,-1.1297,-1.1263,-1.0823,-1.1768,-1.2522,-1.2366,-1.1112,-0.9264,-0.74506,-0.55715,-0.39108,-0.17519,0.042456,0.26152,0.44402,0.46192,0.53395,0.75676,0.98235,1.2043,1.4267,1.6493,1.8674,2.0813,2.3003,2.5112,2.718,2.8442,7
1.2225,1.0428,0.84796,0.65929,0.60513,0.64462,0.69527,0.7566,0.82806,0.89428,0.87334,0.69713,0.48378,0.30504,0.13017,-0.062515,-0.23327,-0.39501,-0.56409,-0.75689,-0.94654,-1.1339,-1.318,-1.4976,-1.6702,-1.8101,-1.8381,-1.6804,-1.5105,-1.3267,-1.1392,-0.954,-0.76173,-0.56822,-0.37402,-0.21099,-0.13741,0.043177,-0.026528,-0.0204,0.12993,0.092466,0.029941,-0.058963,-0.15637,-0.30531,-0.45307,-0.59406,-0.71066,-0.80601,-0.88262,-0.93462,-0.96123,-0.99088,-0.94619,-0.83757,-0.64368,-0.45861,-0.27185,-0.081296,0.11071,0.30553,0.50213,0.69991,0.88311,0.90144,0.98583,1.187,1.3901,1.5968,1.8039,2.0113,2.224,2.4371,2.613,2.4372,2.2477,2.0547,1.8667,1.6703,1.4742,1.2785,1.0832,0.90987,0.89968,0.76307,0.59186,0.40757,0.22531,0.036509,-0.14092,-0.32477,-0.49503,-0.68222,-0.8539,-0.90791,-0.88741,-0.85636,-0.81027,-0.75364,-0.65611,-0.55421,-0.43899,-0.31549,-0.21175,-0.12813,-0.064027,-0.018076,-0.020539,-0.099039,-0.039831,-0.17087,-0.27435,-0.45242,-0.65675,-0.8597,-1.064,-1.2696,-1.4654,-1.6551,-1.7527,-1.6585,-1.498,-1.3234,-1.1338,-0.9377,-0.7379,-0.53827,-0.35501,-0.16105,0.060599,0.27332,0.47601,0.68305,0.83614,0.78201,0.72136,0.67158,0.63317,0.60649,0.70116,0.90288,1.1058,1.2191,5
2.4838,2.2688,2.0626,1.8713,1.6611,1.4608,1.2592,1.0642,0.86689,0.66795,0.48614,0.28846,0.090741,-0.11064,-0.24286,-0.32211,-0.5152,-0.70645,-0.86272,-1.008,-1.1408,-1.2435,-1.314,-1.3623,-1.3158,-1.2046,-1.0599,-0.88602,-0.95361,-1.0523,-1.1325,-1.2056,-1.1947,-1.1487,-1.0905,-0.94753,-0.77999,-0.59695,-0.40027,-0.19169,0.023265,0.2284,0.37152,0.49745,0.66369,0.7771,0.78983,0.64513,0.49792,0.35685,0.2265,0.093266,-0.031832,-0.13976,-0.24873,-0.34338,-0.42545,-0.49478,-0.5503,-0.44531,-0.27033,-0.098547,0.077912,0.2624,0.45392,0.63965,0.80877,0.89297,0.90041,0.84657,0.99092,1.1705,1.3581,1.4585,1.5218,1.3478,1.1559,0.96263,0.7698,0.57737,0.38687,0.19548,0.004424,-0.18623,-0.37725,-0.56871,-0.61213,-0.5783,-0.51267,-0.4517,-0.37838,-0.29372,-0.18818,-0.078497,0.033854,0.15374,0.26596,0.30797,0.18576,0.047241,-0.069057,-0.25007,-0.4116,-0.56779,-0.70217,-0.84368,-0.9753,-1.0894,-1.2046,-1.2965,-1.37,-1.4228,-1.4349,-1.3376,-1.224,-1.1292,-1.114,-1.3102,-1.4375,-1.3746,-1.3067,-1.2198,-1.1219,-0.99994,-0.82164,-0.63183,-0.45912,-0.31305,-0.21744,-0.008958,0.1831,0.38,0.5633,0.74745,0.92603,1.1179,1.3039,1.4905,1.6775,1.8648,2.0534,2.2354,2.4171,2.4884,1
2.4613,2.2621,2.0461,1.8111,1.5771,1.3433,1.1098,0.87699,0.74791,0.55609,0.39883,0.26105,0.090258,-0.12489,-0.31887,-0.36523,-0.37168,-0.39362,-0.62138,-0.76496,-0.96387,-1.0786,-1.2177,-1.4309,-1.6001,-1.677,-1.7395,-1.7041,-1.6341,-1.502,-1.37,-1.1482,-1.127,-1.1665,-1.1987,-1.2238,-1.1999,-0.96588,-0.73733,-0.57871,-0.38245,-0.25414,-0.37966,-0.21607,0.037368,0.26793,0.20077,0.38518,0.53463,0.61921,0.73409,0.84188,0.95328,0.8473,0.64476,0.46633,0.45722,0.29356,0.11529,-0.03769,-0.18022,-0.31072,-0.42744,-0.52854,-0.61213,-0.45868,-0.25731,-0.032021,0.18614,0.29009,0.41581,0.64898,0.88238,1.1162,1.3496,1.5839,1.8229,1.8113,1.5793,1.3474,1.1136,0.87977,0.648,0.4142,0.21556,0.006283,-0.21284,-0.41896,-0.63058,-0.67862,-0.61666,-0.53458,-0.41755,-0.30181,-0.11229,0.042291,0.12112,0.28157,0.46778,0.49233,0.4097,0.32228,0.26829,0.19014,-0.017875,-0.079649,-0.31674,-0.54401,-0.48366,-0.59182,-0.7466,-0.95948,-1.1336,-1.2011,-1.1504,-1.0745,-1.0145,-1.1799,-1.3644,-1.4685,-1.4881,-1.4717,-1.3911,-1.2341,-1.0072,-0.79341,-0.57694,-0.35781,-0.19558,-0.14665,-0.018436,0.23017,0.38041,0.50141,0.6473,0.75728,0.9529,1.1855,1.4093,1.6332,1.8571,2.083,2.2849,2.4632,2
1.232,1.0446,0.84855,0.65054,0.643,0.68945,0.74666,0.81413,0.89129,0.95435,0.82045,0.60604,0.40646,0.22859,0.038201,-0.14355,-0.32335,-0.48348,-0.68538,-0.87655,-1.0655,-1.2514,-1.433,-1.6084,-1.7649,-1.8201,-1.6666,-1.5001,-1.3174,-1.1304,-0.94699,-0.75452,-0.56057,-0.37065,-0.19695,-0.11219,0.070519,0.014353,-0.006313,0.1555,0.11233,0.043988,-0.022822,-0.13645,-0.26862,-0.4346,-0.58982,-0.7263,-0.83357,-0.91683,-0.98293,-1.0185,-1.0445,-0.99859,-0.83684,-0.65205,-0.46898,-0.28283,-0.097501,0.090713,0.28128,0.44209,0.63577,0.82874,0.85836,0.90289,1.1035,1.305,1.5066,1.7102,1.9137,2.1178,2.3256,2.5335,2.5331,2.3427,2.1535,1.9596,1.7662,1.5701,1.3743,1.179,0.98026,0.86016,0.83364,0.67327,0.49461,0.3116,0.12341,-0.05513,-0.23884,-0.41977,-0.58772,-0.77023,-0.91828,-0.95588,-0.91715,-0.88063,-0.83571,-0.76262,-0.65107,-0.53298,-0.40941,-0.36437,-0.2465,-0.17631,-0.10874,-0.059705,-0.050342,-0.12995,-0.078791,-0.207,-0.31324,-0.4941,-0.69324,-0.89081,-1.0863,-1.2788,-1.467,-1.6489,-1.7399,-1.6356,-1.4787,-1.3066,-1.1235,-0.93175,-0.73542,-0.53597,-0.33913,-0.12999,0.071852,0.27151,0.47083,0.67875,0.81224,0.76211,0.70607,0.66087,0.63324,0.62151,0.76259,0.9633,1.1487,1.2301,5
2.6033,2.3407,2.0823,1.8256,1.5677,1.3122,1.0572,0.80172,0.54668,0.29185,0.03662,-0.076146,-0.077345,-0.32716,-0.55385,-0.7774,-0.98744,-1.1772,-1.3417,-1.4878,-1.5914,-1.5398,-1.3617,-1.1602,-0.94446,-0.72419,-0.49297,-0.25654,-0.018474,0.22907,0.47585,0.72739,0.97985,1.2147,1.3531,1.4297,1.2298,0.97487,0.72411,0.47393,0.22447,-0.026501,-0.27701,-0.52359,-0.76843,-1.011,-1.2582,-1.4943,-1.724,-1.9442,-2.1025,-1.8903,-1.5739,-1.2428,-0.91161,-0.58046,-0.40182,-0.23661,0.080088,0.12946,0.2272,0.34162,0.51235,0.54215,0.6038,0.47066,0.30967,0.14081,-0.015294,-0.15569,-0.25551,-0.098247,0.14596,0.37102,0.17576,-0.081247,-0.33595,-0.24019,-0.077119,-0.2348,-0.31743,-0.18653,0.027555,0.32382,0.59512,0.48047,0.28888,0.45603,0.60415,0.59233,0.33892,0.059411,-0.24776,-0.55447,-0.86047,-1.1503,-1.3889,-1.5648,-1.652,-1.4013,-1.1598,-0.91515,-0.66831,-0.41983,-0.17011,0.076761,0.32629,0.57857,0.83132,1.0845,1.3239,1.242,1.1228,0.89564,0.63477,0.37819,0.12493,-0.12351,-0.36547,-0.59859,-0.82647,-1.0367,-1.1647,-1.1117,-1.0302,-0.92716,-0.79056,-0.63539,-0.46554,-0.27997,-0.064031,0.011087,-0.058284,0.17414,0.42727,0.67607,0.9213,1.1717,1.4189,1.6636,1.9158,2.1625,2.4053,2.6053,4
2.5389,2.3433,2.146,1.9492,1.753,1.5538,1.3605,1.1924,0.98895,0.80422,0.60832,0.40988,0.2116,0.013496,-0.1874,-0.38292,-0.28956,-0.2421,-0.38694,-0.57362,-0.73684,-0.89344,-1.0323,-1.1695,-1.2885,-1.3944,-1.49,-1.5586,-1.609,-1.656,-1.6286,-1.6141,-1.5534,-1.4744,-1.3956,-1.2784,-1.1604,-1.0234,-0.86973,-0.70659,-0.55555,-0.3809,-0.19842,-0.030513,0.15863,0.33728,0.51323,0.69506,0.77118,0.83218,0.84689,0.72724,0.84135,0.84189,0.74217,0.6049,0.46711,0.32899,0.21223,0.094406,-0.076689,-0.12596,-0.015617,0.1824,0.37446,0.56036,0.57838,0.37447,0.17382,-0.021557,-0.23084,-0.24702,-0.12994,0.049647,0.039969,-0.14322,-0.23948,-0.19897,-0.11662,0.048084,0.25997,0.4813,0.67953,0.59786,0.42677,0.23372,0.26129,0.37026,0.50492,0.62718,0.7378,0.75801,0.66185,0.67319,0.72569,0.6584,0.57891,0.40538,0.23559,0.048532,-0.12724,-0.30189,-0.47379,-0.64257,-0.8039,-0.93584,-1.0773,-1.191,-1.3198,-1.4101,-1.4596,-1.5296,-1.5557,-1.4992,-1.4785,-1.4204,-1.3578,-1.2756,-1.1758,-1.0605,-0.93013,-0.80616,-0.67769,-0.51788,-0.33531,-0.25192,-0.29715,-0.4274,-0.38971,-0.19151,0.006871,0.20311,0.39983,0.59882,0.79612,0.99375,1.1893,1.3886,1.5867,1.785,1.9834,2.1818,2.381,2.5379,3
2.6843,2.4538,2.2304,2.0112,1.7941,1.5774,1.3597,1.1445,0.92714,0.7129,0.5137,0.34197,0.18039,0.007078,-0.19092,-0.389,-0.58747,-0.77994,-0.97032,-1.1588,-1.3439,-1.507,-1.5664,-1.5958,-1.5733,-1.5458,-1.4718,-1.3854,-1.2648,-1.1339,-0.98435,-0.81869,-0.63901,-0.44963,-0.24924,-0.042524,0.09883,0.1402,0.21427,0.27607,0.30615,0.16858,0.006261,-0.15354,-0.29999,-0.43836,-0.5589,-0.67891,-0.77843,-0.78924,-0.57931,-0.33569,-0.091459,0.1645,0.4285,0.61982,0.78182,0.90502,0.83972,0.8029,0.75963,0.73105,0.72509,0.66378,0.49063,0.28394,0.04976,-0.17907,-0.34016,-0.46525,-0.43645,-0.60488,-0.42386,-0.59937,-0.4573,-0.47148,-0.29631,-0.17192,0.04528,0.26121,0.46605,0.63559,0.64128,0.64535,0.66015,0.67364,0.71834,0.73055,0.64572,0.46063,0.24441,0.018032,-0.16701,-0.29786,-0.43599,-0.57758,-0.54128,-0.41728,-0.29873,-0.15713,-0.023036,0.10511,0.12955,0.044854,-0.009857,-0.13635,-0.2859,-0.47112,-0.63735,-0.8162,-0.96233,-1.0957,-1.2152,-1.3229,-1.4115,-1.4789,-1.5233,-1.5365,-1.5379,-1.5079,-1.4042,-1.2239,-1.0536,-0.87819,-0.6986,-0.51548,-0.32939,-0.15241,0.014706,0.15466,0.29988,0.44947,0.61344,0.81065,1.0156,1.2143,1.4202,1.6201,1.8206,2.0216,2.2176,2.4197,2.613,2.6924,6
2.6586,2.4459,2.238,2.0315,1.828,1.6215,1.4188,1.2177,1.0135,0.81335,0.61117,0.40961,0.20796,0.006746,-0.040332,0.002028,-0.079366,-0.27352,-0.44959,-0.62151,-0.78311,-0.93224,-1.0735,-1.2004,-1.3057,-1.4048,-1.4697,-1.543,-1.5285,-1.5284,-1.4741,-1.4319,-1.3408,-1.2419,-1.119,-0.98097,-0.83005,-0.66825,-0.51713,-0.31881,-0.15258,0.038458,0.23418,0.41571,0.56564,0.70307,0.76724,0.81369,0.73924,0.73437,0.72929,0.60318,0.46278,0.32783,0.19457,0.061046,-0.056825,-0.18485,-0.26242,-0.096795,0.10001,0.29737,0.47559,0.67086,0.64095,0.43756,0.23219,0.031999,-0.16794,-0.36191,-0.47918,-0.42825,-0.2358,-0.14202,-0.27327,-0.47396,-0.47567,-0.35154,-0.24103,-0.02982,0.17792,0.39017,0.59971,0.77108,0.6569,0.47782,0.29588,0.10357,0.067869,0.21197,0.33586,0.4441,0.47563,0.44189,0.44464,0.41982,0.35025,0.20644,0.054094,-0.10925,-0.28442,-0.43816,-0.58565,-0.74407,-0.87714,-1.0187,-1.1311,-1.251,-1.3367,-1.4085,-1.479,-1.5115,-1.5444,-1.5357,-1.4871,-1.4354,-1.3728,-1.2904,-1.2074,-1.1097,-0.98515,-0.85679,-0.71925,-0.56832,-0.42074,-0.24886,-0.070153,-0.050894,-0.094845,-0.033223,0.16457,0.3599,0.55579,0.75216,0.95328,1.1545,1.3558,1.5209,1.7263,1.9207,2.1156,2.3079,2.4998,2.663,3
2.6154,2.4386,2.1969,1.9532,1.6906,1.4468,1.1742,0.88035,0.61603,0.33948,0.045294,-0.090054,-0.069701,-0.27711,-0.48299,-0.67672,-0.84318,-1.0046,-1.1511,-1.2874,-1.3801,-1.4653,-1.4225,-1.1922,-0.96328,-0.72047,-0.46742,-0.20674,0.054213,0.33076,0.58792,0.87196,1.1287,1.3366,1.4394,1.5817,1.5019,1.2575,0.96702,0.67607,0.38659,0.082484,-0.20511,-0.49274,-0.79159,-1.0731,-1.364,-1.6396,-1.9012,-1.8617,-1.654,-1.4164,-1.1816,-0.94362,-0.70563,-0.46762,-0.23196,0.006143,0.24425,0.48036,0.56887,0.52622,0.32835,0.12133,-0.071456,-0.29661,-0.28954,-0.10738,0.171,0.38525,0.16286,-0.10501,-0.38796,-0.43314,-0.3168,-0.16308,-0.30944,-0.4356,-0.34642,-0.19063,0.098166,0.3742,0.38365,0.18316,-0.007651,0.1473,0.31524,0.47974,0.48068,0.31987,0.060425,-0.1894,-0.43895,-0.68814,-0.93685,-1.1849,-1.4321,-1.6653,-1.784,-1.532,-1.2723,-1.0046,-0.73322,-0.46138,-0.18923,0.085067,0.36245,0.64039,0.91561,1.1989,1.3335,1.2437,1.0969,0.87578,0.64507,0.42867,0.20263,-0.007162,-0.24027,-0.44107,-0.64646,-0.85264,-1.0291,-1.2112,-1.1957,-1.1052,-0.98122,-0.82601,-0.64614,-0.44644,-0.25179,-0.010889,-0.04027,-0.078642,0.20552,0.49282,0.79258,1.0458,1.275,1.4881,1.7893,2.0931,2.3632,2.6028,4
