@relation DistalPhalanxOutlineCorrect
@attribute att0 real
@attribute att1 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att2 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att3 real
@attribute att30 real
@attribute att31 real
@attribute att32 real
@attribute att33 real
@attribute att34 real
@attribute att35 real
@attribute att36 real
@attribute att37 real
@attribute att38 real
@attribute att39 real
@attribute att4 real
@attribute att40 real
@attribute att41 real
@attribute att42 real
@attribute att43 real
@attribute att44 real
@attribute att45 real
@attribute att46 real
@attribute att47 real
@attribute att48 real
@attribute att49 real
@attribute att5 real
@attribute att50 real
@attribute att51 real
@attribute att52 real
@attribute att53 real
@attribute att54 real
@attribute att55 real
@attribute att56 real
@attribute att57 real
@attribute att58 real
@attribute att59 real
@attribute att6 real
@attribute att60 real
@attribute att61 real
@attribute att62 real
@attribute att63 real
@attribute att64 real
@attribute att65 real
@attribute att66 real
@attribute att67 real
@attribute att68 real
@attribute att69 real
@attribute att7 real
@attribute att70 real
@attribute att71 real
@attribute att72 real
@attribute att73 real
@attribute att74 real
@attribute att75 real
@attribute att76 real
@attribute att77 real
@attribute att78 real
@attribute att79 real
@attribute att8 real
@attribute att9 real
@attribute class real
@data
-0.4467,-0.35269,1.5063,1.5118,1.4346,1.2626,1.1752,0.97511,0.76862,0.47571,0.28712,0.079795,-0.12292,-0.17147,-0.35232,-0.41813,-0.25601,-0.056641,0.11741,0.33875,0.53718,0.62554,0.61168,0.11343,0.78029,0.99179,1.2424,1.3262,1.3743,1.4554,1.4016,1.4299,1.4481,1.417,0.38824,1.2902,1.0331,0.83501,0.70532,0.64919,0.58071,0.31997,0.068914,-0.13773,-0.31424,0.68403,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,0.9422,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,1.0993,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,-1.1135,1.3196,1.4302,1.0
-1.2408,-1.1719,1.856,1.9804,1.8299,1.7186,1.5541,1.3834,0.90984,0.53388,0.32176,0.26286,-0.8147,0.3745,-0.016533,-0.29155,-0.6618,-0.71258,-0.72735,-0.77938,-0.54406,-0.33202,-0.069817,-0.51734,0.32497,0.54638,0.39552,0.32505,0.68131,1.0019,1.2865,1.5121,1.5602,1.7376,-0.15302,1.8165,1.8424,1.5439,1.1103,0.70272,0.29942,-0.097084,-0.47288,-0.78915,-0.99931,0.23184,-0.51343,-0.33038,-0.10997,-0.25428,-0.53593,-0.96197,-1.2737,-1.5373,-1.464,-1.2071,0.44138,-1.0619,-0.75516,-0.43296,-0.14709,0.23403,-0.12654,-0.4757,-0.70274,-0.99931,-1.1526,0.84312,-1.0646,-0.68149,-0.62586,-0.86571,-0.94884,-1.1314,-1.1656,-1.161,-1.049,-0.88478,1.2633,1.586,1.0
-0.45196,-0.38806,1.4214,1.3747,1.2884,1.1743,1.0131,0.83746,0.64388,0.43563,0.25753,0.017763,-0.19368,-0.24374,-0.38412,-0.46353,-0.38096,-0.21136,0.021103,0.23839,0.48522,0.73739,0.98741,0.02802,1.1962,1.3116,1.3064,1.2883,1.2999,1.3409,1.4097,1.4123,1.3885,1.394,0.24593,1.4285,1.4131,1.2714,1.0605,0.79413,0.5176,0.28523,0.012754,-0.17713,-0.35144,0.50732,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,0.79515,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,0.99004,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,-1.0959,1.1895,1.3008,0.0
-0.444,-0.37472,1.3568,1.4545,1.4663,1.4068,1.2846,1.1574,0.94466,0.70588,0.47989,0.27306,-0.19103,0.072099,-0.066657,-0.2446,-0.43806,-0.50354,-0.40631,-0.20106,0.034179,0.28773,0.54103,0.038984,0.79438,1.0456,1.2973,1.5165,1.4864,1.3372,1.3269,1.3484,1.365,1.4176,0.2752,1.4396,1.4714,1.3756,1.1732,0.95551,0.6653,0.37376,0.14255,-0.14827,-0.35427,0.45964,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,0.42227,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,0.64956,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,-1.0852,0.90035,1.1849,0.0
-0.39386,-0.31935,1.3254,1.3694,1.3461,1.2296,1.1073,0.93959,0.79722,0.58888,0.40053,0.14327,-0.18223,-0.041748,-0.23364,-0.37929,-0.43707,-0.31113,-0.13956,0.11155,0.33835,0.57674,0.82875,0.056807,1.0617,1.276,1.3711,1.3548,1.3009,1.3431,1.3669,1.3993,1.3986,1.3979,0.29596,1.4659,1.3962,1.2359,1.0239,0.77205,0.54448,0.2827,0.041869,-0.19975,-0.34056,0.55168,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,0.75921,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,0.94386,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,-1.1048,1.1246,1.2546,0.0
-0.26728,-0.2091,1.2467,1.3197,1.3225,1.3105,1.1829,1.0715,0.97872,0.80543,0.69539,0.67179,-0.038285,0.51355,0.42222,0.21134,0.016642,-0.20357,-0.2537,-0.14951,-0.045191,0.1677,0.38572,0.14964,0.61545,0.89342,1.1325,1.2605,1.2117,1.1542,1.1832,1.3336,1.4075,1.2716,0.35444,1.299,1.2562,1.238,1.1429,0.87828,0.63402,0.41431,0.15481,-0.007414,-0.19872,0.60063,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,0.8309,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,1.0196,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,-1.157,1.1409,1.1832,1.0
-0.38292,-0.33871,1.3171,1.3578,1.3548,1.2838,1.2074,1.0918,0.99505,0.84905,0.6706,0.48178,-0.18255,0.21108,-0.047179,-0.27578,-0.39323,-0.37984,-0.2154,-0.032497,0.21253,0.43211,0.68157,0.041008,0.91046,1.1617,1.3562,1.3706,1.2811,1.2577,1.2352,1.3119,1.3466,1.3122,0.26401,1.3374,1.3352,1.3147,1.16,0.91417,0.63978,0.38214,0.10151,-0.14752,-0.31096,0.37571,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,0.60974,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,0.81674,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,-1.1184,1.0747,1.2001,0.0
-0.71117,-0.62951,1.4421,1.4518,1.3208,1.2196,1.0796,0.96593,0.72366,0.58406,0.39249,0.15053,-0.38446,-0.14739,-0.41681,-0.55261,-0.67405,-0.61406,-0.44711,-0.17732,0.11021,0.41229,0.72119,-0.11154,1.0337,1.1332,1.2597,1.4238,1.2745,1.3188,1.4621,1.4448,1.5339,1.4702,0.17696,1.4385,1.52,1.422,1.1019,0.78299,0.45327,0.13731,-0.15662,-0.41404,-0.64979,0.48858,-0.59076,-0.47029,-0.33944,-0.50855,-0.74436,-0.93448,-1.0647,-1.3005,-1.5245,-1.6288,0.74792,-1.4475,-1.2168,-1.0663,-0.90805,-0.79748,-0.70356,-0.54235,-0.44023,-0.62522,-0.74569,0.9503,-0.98651,-1.1576,-1.3122,-1.4264,-1.5137,-1.4021,-1.3357,-1.1095,-0.94535,-0.77152,1.1748,1.3235,1.0
-0.83691,-0.82434,1.6216,1.7421,2.0102,2.0192,1.9228,1.776,1.6886,1.3847,1.2518,0.88827,-0.56661,0.65283,0.44793,0.28155,0.162,-0.003292,-0.32087,-0.63157,-0.8912,-0.89727,-0.75039,-0.26066,-0.43574,-0.127,0.20752,0.56339,0.9186,1.1931,0.9745,0.91523,0.90647,0.86248,-0.029379,0.88425,1.0369,1.0286,1.2199,1.2275,0.80489,0.36887,-0.01323,-0.39511,-0.69339,-0.088495,-0.15316,-0.32825,-0.5539,-0.68411,-0.95653,-1.2105,-1.4255,-1.3565,-1.3019,-1.2406,0.19927,-1.1243,-1.0082,-0.93198,-0.71027,-0.46321,-0.28747,-0.16529,-0.24838,-0.45393,-0.7292,0.6065,-1.0831,-1.3269,-1.6194,-1.6729,-1.5446,-1.3065,-1.0531,-0.74805,-0.41908,-0.17004,0.95776,1.3169,1.0
-0.80552,-0.79577,1.4299,1.496,1.4438,1.2684,1.1065,0.91628,0.55043,0.33069,-0.014993,-0.30276,-0.6584,-0.5515,-0.72562,-0.95305,-0.88753,-0.71285,-0.46029,-0.20214,0.11735,0.41642,0.75869,-0.36013,1.0926,1.3465,1.5845,1.4631,1.4012,1.4275,1.3938,1.4484,1.5318,1.5066,-0.077443,1.5683,1.5529,1.3803,1.1392,0.78952,0.44493,0.14163,-0.17871,-0.46024,-0.65196,0.18055,-0.2927,-0.44606,-0.58871,-0.829,-1.0588,-1.2652,-1.4565,-1.6272,-1.4862,-1.2881,0.51759,-1.0087,-0.75358,-0.51027,-0.25403,-0.33046,-0.39321,-0.23598,-0.32247,-0.57875,-0.78521,0.92352,-1.0824,-1.2419,-1.3818,-1.5242,-1.419,-1.1941,-0.99614,-0.85128,-0.62129,-0.43213,1.1015,1.284,1.0
-0.46746,-0.41811,1.4337,1.48,1.4318,1.323,1.1491,0.98659,0.80905,0.53197,0.38681,0.15282,-0.24792,-0.085562,-0.20462,-0.37885,-0.46465,-0.43435,-0.28346,-0.074417,0.16186,0.38927,0.63865,-0.014009,0.86925,1.117,1.3564,1.478,1.4355,1.4068,1.3807,1.413,1.445,1.3923,0.21861,1.4547,1.4582,1.3489,1.1061,0.84471,0.59521,0.30593,0.046661,-0.23464,-0.45611,0.46966,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,0.6333,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,0.89175,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,-1.0743,1.1276,1.3244,0.0
-0.88794,-0.95505,1.0456,1.1926,1.2597,1.3646,1.0064,0.38822,0.005175,-0.33052,-0.62396,-0.68424,-0.65192,-0.64745,-0.44685,-0.4251,-0.31884,-0.24688,-0.39428,-0.46512,-0.19144,-0.022292,0.35914,-0.41938,0.69123,1.1278,1.5872,2.0338,2.0187,1.768,1.4453,1.1634,0.93197,1.0145,-0.037703,1.1425,1.088,1.261,1.5186,1.4317,0.98368,0.47995,0.023818,-0.32642,-0.69443,0.12374,0.45894,0.80098,0.41892,0.070052,-0.399,-0.84519,-1.3549,-1.8255,-1.9719,-1.8606,0.36262,-1.4396,-0.97245,-0.61986,-0.21332,-0.28006,-0.76378,-0.68672,-0.23557,0.099011,-0.15664,0.56371,-0.62259,-0.91752,-1.311,-1.7787,-1.8514,-1.6303,-1.1973,-0.85488,-0.48563,-0.030868,0.732,1.1127,1.0
-0.26719,-0.1836,1.1945,1.1653,1.1734,1.1028,1.0788,1.0195,0.98995,0.91243,0.86198,0.7589,0.000772,0.56984,0.38536,0.15448,-0.10376,-0.28304,-0.40672,-0.23184,-0.041285,0.19191,0.43303,0.23987,0.68311,0.97178,1.1533,1.2019,1.3256,1.2605,1.2303,1.1789,1.164,1.2975,0.48046,1.3644,1.4758,1.4185,1.2386,0.96016,0.70272,0.43141,0.17039,-0.10943,-0.27737,0.71105,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,0.78047,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,0.87124,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,-1.1525,1.0693,1.1042,1.0
-0.44653,-0.41892,1.4215,1.3964,1.3828,1.2649,1.141,0.96999,0.79878,0.59179,0.32965,0.20341,-0.21979,0.1626,0.018941,-0.19552,-0.4152,-0.45545,-0.40653,-0.2507,-0.036051,0.21757,0.45459,0.010801,0.69257,0.94924,1.1889,1.4474,1.4759,1.3925,1.3756,1.3811,1.4239,1.4653,0.24906,1.4926,1.5279,1.4182,1.1903,0.95486,0.69042,0.40092,0.10506,-0.15678,-0.40533,0.50676,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,0.7568,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,0.93811,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,-1.0826,1.1726,1.3249,0.0
-0.51386,-0.41488,1.3604,1.3689,1.2692,1.1385,0.96918,0.78437,0.5747,0.42366,0.18594,-0.080262,-0.24742,-0.34604,-0.46704,-0.46021,-0.32283,-0.11681,0.11453,0.33457,0.57478,0.8174,1.0421,-0.028759,1.2861,1.4352,1.4358,1.3263,1.2917,1.321,1.3818,1.4061,1.4364,1.4985,0.21206,1.5482,1.3922,1.2533,0.98032,0.76743,0.50689,0.29413,0.015705,-0.21333,-0.38576,0.46479,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,0.67249,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,0.89428,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,-1.0858,1.1334,1.2588,0.0
-0.94206,-0.87352,1.239,1.3308,1.444,1.3544,1.2645,1.0636,0.99485,0.8016,0.55909,0.30454,-0.61911,-0.06268,-0.43734,-0.70001,-0.92296,-1.0341,-0.94229,-0.71107,-0.42423,-0.072438,0.26282,-0.33846,0.62567,0.9652,1.3358,1.3929,1.458,1.3348,1.3609,1.3851,1.4505,1.4763,0.001119,1.4493,1.4788,1.4137,1.0401,0.67042,0.28006,-0.091489,-0.47196,-0.73361,-0.94726,0.31277,0.15962,0.18262,0.096421,-0.3201,-0.57474,-0.94768,-1.24,-1.5813,-1.8899,-1.7301,0.54557,-1.4295,-1.1207,-0.77399,-0.44003,-0.13875,0.086059,0.033599,-0.16913,-0.44835,-0.81906,0.77799,-1.1867,-1.4879,-1.5286,-1.6042,-1.5071,-1.2429,-0.93202,-0.55058,-0.21332,0.069471,0.99977,1.1995,0.0
-0.97164,-0.88052,1.0118,1.0585,0.86664,0.8771,0.76034,0.61881,0.48694,0.34375,0.10423,-0.28185,-0.53434,-0.36508,-0.6521,-0.85051,-0.85896,-0.58978,-0.3552,-0.11417,0.24684,0.68556,0.96205,-0.20242,1.3793,1.6832,1.5781,1.3043,1.0841,0.93648,0.98769,1.1618,1.2827,1.5339,0.16031,1.8322,1.7803,1.7326,1.315,0.91628,0.48436,0.11504,-0.29833,-0.62044,-0.85538,0.51974,0.16747,0.11168,-0.17262,-0.58412,-0.82136,-1.2165,-1.5609,-1.7759,-1.7105,-1.5737,0.67862,-1.2665,-1.0289,-0.71392,-0.38113,-0.038315,0.23115,0.096634,-0.16925,-0.45111,-0.87035,0.82044,-1.2537,-1.6232,-1.7139,-1.7333,-1.5104,-1.3015,-1.0209,-0.70582,-0.30262,0.040763,0.97,1.0045,0.0
-0.35969,-0.31605,1.3453,1.3537,1.3313,1.2568,1.216,1.042,0.87481,0.73078,0.53291,0.34163,-0.18958,0.1377,-0.079038,-0.26515,-0.3671,-0.36495,-0.24148,-0.087352,0.13787,0.36071,0.57734,0.035891,0.81681,1.0577,1.2857,1.3579,1.3741,1.2658,1.2719,1.33,1.3517,1.3515,0.27234,1.418,1.466,1.3536,1.1555,0.90253,0.6253,0.41532,0.18314,-0.065831,-0.25536,0.5108,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,0.73373,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,0.92066,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,-1.1162,1.1292,1.253,0.0
